,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Term,Term Descr,Crse ID,Crse Offer Nbr,Session Code,Associated Class,Subject,Subject Descr,Catalog Nbr,Class Nbr,Class Section,Combined Section,Course Title Long,CRAS Crse Component,Section Enrl Cnt,Section Avg Wkly Mtg Hrs,Section Dist Hrs,Units Minimum,Units Maximum,DeptID (Class),Dept Descr (Class),Class Acad Group,Class Acad Group Descrshort,Class Mtg Nbr,GEO_Instr_IDs,Class Instr Name,CRAS Contact Percent,Instr Appor Dist Hrs,Instr Appor Wkly Mtg Hrs,Appor Student Credit Hours,Class Instr Appt DeptID,Appt Dept Descr,Appt Dept Grp,EG Rank IPEDS,EG Rank IPEDS Descr,Acad Rank Title Mod Descrshort,Tenure Status,Tenure Status Descr,Jobcode,Jobcode Descr
2430,Spring 2023,047621,1,1,1,EDUC,Education,654,53501,104, ,Prob-Prin Sec Ed,SEM,1,1.0,0.50,0.50,0.50,405000,School Of Education,EDU,Edu,1,,"Kabat,Jeffrey William",100,0.50,1.0,0.50,407000,MARSAL EDUC - Educator Prep,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047621,1,1,2,EDUC,Education,654,52541,102, ,Prob-Prin Sec Ed,SEM,3,1.0,0.50,0.50,0.50,405000,School Of Education,EDU,Edu,1,52030477,"Martin,Leslie C",100,0.50,1.0,1.50,407000,MARSAL EDUC - Educator Prep,SCHOOL_EDUCATION,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2430,Spring 2023,047621,1,1,3,EDUC,Education,654,52542,103, ,Prob-Prin Sec Ed,SEM,1,1.0,0.50,0.50,0.50,405000,School Of Education,EDU,Edu,1,,"Davis,Rachel Palmer",100,0.50,1.0,0.50,407000,MARSAL EDUC - Educator Prep,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202840,LEO Lecturer II
2430,Spring 2023,047621,1,1,5,EDUC,Education,654,52543,105, ,Prob-Prin Sec Ed,SEM,5,1.0,0.50,0.50,0.50,405000,School Of Education,EDU,Edu,1,,"Ross,John Brian",100,0.50,1.0,2.50,407000,MARSAL EDUC - Educator Prep,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047621,1,1,8,EDUC,Education,654,52754,108, ,Prob-Prin Sec Ed,SEM,2,1.0,0.50,0.50,0.50,405000,School Of Education,EDU,Edu,1,,"Aretz,Diane Erica",100,0.50,1.0,1.00,407000,MARSAL EDUC - Educator Prep,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2430,Spring 2023,047707,1,1,1,STDABRD,Study Abroad,341,53160,101, ,ColgYrAthens-Sum GR,LEC,25,5.4,5.40,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,5.40,5.4,135.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,047758,1,1,1,STATS,Statistics,306,53347,101,C,Stat Computing,LEC,27,3.0,3.00,4.00,4.00,188500,Statistics Department,LSA,L S A,1,,"Fredrickson,Mark",100,3.00,3.0,81.00,188500,LSA Statistics,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2430,Spring 2023,047758,1,1,1,STATS,Statistics,306,53348,102,C,Stat Computing,LAB,9,2.0,1.00,4.00,4.00,188500,Statistics Department,LSA,L S A,1,13498419,"Wang,Yijia",100,1.00,2.0,9.00,188500,LSA Statistics,COLLEGE_OF_LSA,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2430,Spring 2023,047758,1,1,1,STATS,Statistics,306,53349,103,C,Stat Computing,LAB,18,1.5,1.00,4.00,4.00,188500,Statistics Department,LSA,L S A,1,13498419,"Wang,Yijia",100,1.00,1.5,18.00,188500,LSA Statistics,COLLEGE_OF_LSA,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2430,Spring 2023,047828,1,1,1,STDABRD,Study Abroad,457,53365,101, ,STEM Rsrch-Londn UK,LEC,5,6.0,6.00,1.00,15.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,6.00,6.0,30.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,047829,1,1,1,STDABRD,Study Abroad,488,53366,101, ,PublHlth CapeTown ZA,LEC,12,6.0,6.00,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,6.00,6.0,72.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53055,100, ,ProcedSkills Primary,LEC,29,1.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Blush,Ray",100,1.00,1.0,29.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53056,101, ,ProcedSkills Primary,LAB,14,2.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Czekaj,Dana Christine",29,0.29,0.6,4.06,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53056,101, ,ProcedSkills Primary,LAB,14,2.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Kaminski Jr,Brian Daniel",29,0.29,0.6,4.06,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53056,101, ,ProcedSkills Primary,LAB,14,2.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Lee,Deb",13,0.13,0.3,1.82,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53056,101, ,ProcedSkills Primary,LAB,14,2.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Todd,Amber Lynn",29,0.29,0.6,4.06,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53057,102, ,ProcedSkills Primary,LAB,15,2.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Czekaj,Dana Christine",29,0.29,0.6,4.35,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53057,102, ,ProcedSkills Primary,LAB,15,2.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Kaminski Jr,Brian Daniel",29,0.29,0.6,4.35,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53057,102, ,ProcedSkills Primary,LAB,15,2.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Lee,Deb",13,0.13,0.3,1.95,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53057,102, ,ProcedSkills Primary,LAB,15,2.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Todd,Amber Lynn",29,0.29,0.6,4.35,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53058,200, ,ProcedSkills Primary,LEC,28,1.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Blush,Ray",100,1.00,1.0,28.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53059,201, ,ProcedSkills Primary,LAB,14,5.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Czekaj,Dana Christine",29,0.29,1.5,4.06,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53059,201, ,ProcedSkills Primary,LAB,14,5.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Kaminski Jr,Brian Daniel",29,0.29,1.5,4.06,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53059,201, ,ProcedSkills Primary,LAB,14,5.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Lee,Deb",13,0.13,0.7,1.82,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53059,201, ,ProcedSkills Primary,LAB,14,5.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Todd,Amber Lynn",29,0.29,1.5,4.06,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53060,202, ,ProcedSkills Primary,LAB,14,5.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Czekaj,Dana Christine",29,0.29,1.5,4.06,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53060,202, ,ProcedSkills Primary,LAB,14,5.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Kaminski Jr,Brian Daniel",29,0.29,1.5,4.06,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53060,202, ,ProcedSkills Primary,LAB,14,5.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Lee,Deb",13,0.13,0.7,1.82,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2430,Spring 2023,047832,1,1,1,NURS,Nursing,554,53060,202, ,ProcedSkills Primary,LAB,14,5.0,1.00,2.00,2.00,440000,School Of Nursing,NUR,Nursing,1,,"Todd,Amber Lynn",29,0.29,1.5,4.06,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047833,1,1,1,NURS,Nursing,555,53061,101, ,ProcedSkills PedPrim,LEC,14,0.5,0.50,1.00,1.00,440000,School Of Nursing,NUR,Nursing,1,,"Blush,Ray",100,0.50,0.5,7.00,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2430,Spring 2023,047833,1,1,1,NURS,Nursing,555,53062,102, ,ProcedSkills PedPrim,LAB,14,5.0,0.50,1.00,1.00,440000,School Of Nursing,NUR,Nursing,1,,"Czekaj,Dana Christine",29,0.15,1.5,2.10,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047833,1,1,1,NURS,Nursing,555,53062,102, ,ProcedSkills PedPrim,LAB,14,5.0,0.50,1.00,1.00,440000,School Of Nursing,NUR,Nursing,1,,"Kaminski Jr,Brian Daniel",29,0.15,1.5,2.10,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047833,1,1,1,NURS,Nursing,555,53062,102, ,ProcedSkills PedPrim,LAB,14,5.0,0.50,1.00,1.00,440000,School Of Nursing,NUR,Nursing,1,,"Lee,Deb",13,0.07,0.7,0.98,440000,School of Nursing,SCHOOL_NURSING,3,Assistant Professor,Clinical,NOT,Non Tenure Not On Track,202140,CLINICAL ASST PROF
2430,Spring 2023,047833,1,1,1,NURS,Nursing,555,53062,102, ,ProcedSkills PedPrim,LAB,14,5.0,0.50,1.00,1.00,440000,School Of Nursing,NUR,Nursing,1,,"Todd,Amber Lynn",29,0.15,1.5,2.10,440000,School of Nursing,SCHOOL_NURSING,5,Lecturer, ,NOT,Non Tenure Not On Track,202800,LEO Intermittent Lecturer
2430,Spring 2023,047836,1,1,1,EDUC,Education,571,52659,101,C,Prof Sem in Tch Edu,SEM,27,1.0,0.50,0.50,0.50,405000,School Of Education,EDU,Edu,1,,"Coolican,Maria",50,0.25,0.5,6.75,408000,MARSAL EDUC - Ed Studies,SCHOOL_EDUCATION,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2430,Spring 2023,047836,1,1,1,EDUC,Education,571,52659,101,C,Prof Sem in Tch Edu,SEM,27,1.0,0.50,0.50,0.50,405000,School Of Education,EDU,Edu,1,,"Stanzler,Jeff",50,0.25,0.5,6.75,408000,MARSAL EDUC - Ed Studies,SCHOOL_EDUCATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2430,Spring 2023,047911,1,1,1,MKT,Marketing,302,52623,101, ,Marketing Management,REC,14,3.0,3.00,3.00,3.00,380000,School of Business Admin,BA,Ross Sch,1,28920141,"Song,Yu",100,3.00,3.0,42.00,380240,ROSS SCH Doctoral Programs,SCHOOL_BUS_ADMIN,6,Graduate Student Instructor, ,NA,Not Applicable,205000,GRAD STU INSTR
2430,Spring 2023,048077,1,1,1,RCARTS,Fine Arts,334,53124,101, ,Sp Tpcs: Creatv Arts,LAB,15,2.0,3.00,3.00,3.00,186000,Residential College,RC,LSA RC,1,,"Wingfield,Isaac Christian",100,3.00,2.0,45.00,186000,LSA UG: Residential College,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2430,Spring 2023,048224,1,1,1,WGS,Women's and Gender Studies,374,52657,101, ,Gender & the Prison,SEM,23,3.0,3.00,3.00,3.00,188700,Women's Studies Department,LSA,L S A,1,,"Tapia,Ruby Christina-Marie",100,3.00,3.0,69.00,188700,LSA Women's and Gender Studies,COLLEGE_OF_LSA,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
2430,Spring 2023,048240,1,1,9,PUBHLTH,Public Health,477,53723,009, ,Readings in PUBHLTH,IND,1,0.0,2.00,1.00,3.00,455000,School Of Public Health,PH,Pub Health,1,,"Youatt,Emily Jean",100,2.00,0.0,2.00,458300,Hlth Behavior & Hlth Ed Dept,SCHOOL_PUB_HEALTH,2,Associate Professor,Clinical,NOT,Non Tenure Not On Track,201640,CLINICAL ASSOC PROF
2430,Spring 2023,048293,1,1,1,BA,Business Administration,325,52706,101, ,ABIS,REC,1,1.0,1.00,1.00,1.00,380000,School of Business Admin,BA,Ross Sch,1,,"Shark,Rebecca",100,1.00,1.0,1.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer,Adjunct,NOT,Non Tenure Not On Track,202780,LEO Adjunct Lecturer
2430,Spring 2023,048294,1,1,1,BA,Business Administration,225,52705,101, ,ABIS,REC,2,1.0,1.00,1.00,1.00,380000,School of Business Admin,BA,Ross Sch,1,,"Shark,Rebecca",100,1.00,1.0,2.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer,Adjunct,NOT,Non Tenure Not On Track,202780,LEO Adjunct Lecturer
2430,Spring 2023,048343,1,1,1,STDABRD,Study Abroad,376,53536,001, ,Uni Yonsei (Sum) KR,LEC,6,7.0,7.00,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,7.00,7.0,42.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,048346,1,1,1,STDABRD,Study Abroad,434,53163,101, ,IntlStd&MDipl-Sum CH,LEC,4,6.0,6.00,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,6.00,6.0,24.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,048347,1,1,1,STDABRD,Study Abroad,435,53694,101, ,TradHlth&HlthcSys MG,LEC,1,9.0,9.00,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,9.00,9.0,9.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,048350,1,1,1,STDABRD,Study Abroad,234,53153,101, ,Multdscpl Studies ES,LEC,46,5.1,5.09,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,5.09,5.1,234.14,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,048351,1,1,1,STDABRD,Study Abroad,311,53157,101, ,PSY&Resrch-Madrid ES,LEC,26,6.0,6.00,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,6.00,6.0,156.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,048441,1,1,1,SI,Information,350,52700,101, ,UX Public Field Rsrc,LEC,22,3.4,3.00,3.00,3.00,415000,School of Information,INF,Info,1,,"TenBrink,D Scott",100,3.00,3.4,66.00,415000,School of Information,SCHOOL_INFORMATION,5,Lecturer, ,NOT,Non Tenure Not On Track,202860,LEO Lecturer III
2430,Spring 2023,048497,1,1,1,STDABRD,Study Abroad,406,52970,101, ,DIS Summer DK/SE,LEC,54,5.0,5.04,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,5.04,5.0,272.16,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,048528,1,1,1,STDABRD,Study Abroad,314,53359,101, ,Arabic Lang (Sum) MA,LEC,2,9.0,9.00,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,9.00,9.0,18.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,048844,1,1,1,EDUC,Education,460,53324,101,C,Equity Evryday Pract,SEM,7,3.0,3.00,3.00,3.00,405000,School Of Education,EDU,Edu,1,,"Ball,Deborah Loewenberg",100,3.00,3.0,21.00,405000,MARSAL EDUC - School of Educ,SCHOOL_EDUCATION,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2430,Spring 2023,048950,1,1,1,MO,Management & Organizations,355,53277,101, ,Magnify,REC,14,45.5,6.00,6.00,6.00,380000,School of Business Admin,BA,Ross Sch,1,,"Erwin,Betsy",25,1.50,11.4,21.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer,Adjunct,NOT,Non Tenure Not On Track,202780,LEO Adjunct Lecturer
2430,Spring 2023,048950,1,1,1,MO,Management & Organizations,355,53277,101, ,Magnify,REC,14,45.5,6.00,6.00,6.00,380000,School of Business Admin,BA,Ross Sch,1,,"Worline,Monica Colete",75,4.50,34.1,63.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,048994,1,1,1,STDABRD,Study Abroad,358,53361,101, ,Consrvtn&DevlpStd KH,LEC,1,6.0,6.00,1.00,15.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,6.00,6.0,6.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,049135,1,1,1,SIABRD,Sch of Inform Study Abroad,330,52774,101, ,Uni of Vic-ES,LEC,44,3.0,3.00,3.00,3.00,415000,School of Information,INF,Info,1,,Unknown,100,3.00,3.0,132.00,415000,School of Information,SCHOOL_INFORMATION,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,049148,1,1,1,STDABRD,Study Abroad,312,53158,101, ,Spanish-Madrid ES,LEC,13,6.0,6.00,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,6.00,6.0,78.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,049154,1,1,1,ALA,Applied Liberal Arts,306,52841,101,C,Interdisc LGBTQ Hlth,LEC,25,3.0,3.00,3.00,3.00,171900,LSA First Year Seminars,LSA,L S A,1,,"Eickmeyer,Adam Bruce",100,3.00,3.0,75.00,171900,LSA UG: Curriculum Support,COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202820,LEO Lecturer I
2430,Spring 2023,049185,1,1,1,FTVM,"Film, Television, and Media",391,53251,101, ,Editing Thry & Prac,LEC,13,4.0,4.00,4.00,4.00,191600,"Film, Television, and Media",LSA,L S A,1,,"Marek,David Kenneth",100,4.00,4.0,52.00,191600,"LSA Film,Television,and Media",COLLEGE_OF_LSA,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2430,Spring 2023,049407,1,1,1,BL,Business Law,533,53113,802, ,Bus Law & Ethics,REC,39,0.4,2.25,2.25,2.25,380255,ROSS SCH Online MBA Prog,BA,Ross Sch,1,,"Hess,David",50,1.13,0.2,44.07,380000,Ross School of Business,SCHOOL_BUS_ADMIN,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2430,Spring 2023,049407,1,1,1,BL,Business Law,533,53113,802, ,Bus Law & Ethics,REC,39,0.4,2.25,2.25,2.25,380255,ROSS SCH Online MBA Prog,BA,Ross Sch,1,,"Oswald,Lynda J",25,0.56,0.1,21.84,380000,Ross School of Business,SCHOOL_BUS_ADMIN,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2430,Spring 2023,049407,1,1,1,BL,Business Law,533,53113,802, ,Bus Law & Ethics,REC,39,0.4,2.25,2.25,2.25,380255,ROSS SCH Online MBA Prog,BA,Ross Sch,1,,"Thomas,Will",25,0.56,0.1,21.84,380000,Ross School of Business,SCHOOL_BUS_ADMIN,3,Assistant Professor, ,NTK,Non Tenure On Track,202000,ASST PROFESSOR
2430,Spring 2023,049440,1,1,1,ACC,Accounting,534,52892,802, ,Management Acctg,REC,53,0.4,2.25,2.25,2.25,380255,ROSS SCH Online MBA Prog,BA,Ross Sch,1,,"Nagar,Venkatesh K",100,2.25,0.4,119.25,380000,Ross School of Business,SCHOOL_BUS_ADMIN,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2430,Spring 2023,049450,1,1,1,FIN,Finance,533,52835,802, ,Finan Mgt,REC,30,0.4,2.25,2.25,2.25,380255,ROSS SCH Online MBA Prog,BA,Ross Sch,1,,"Kaul,Gautam",50,1.13,0.2,33.90,380000,Ross School of Business,SCHOOL_BUS_ADMIN,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2430,Spring 2023,049450,1,1,1,FIN,Finance,533,52835,802, ,Finan Mgt,REC,30,0.4,2.25,2.25,2.25,380255,ROSS SCH Online MBA Prog,BA,Ross Sch,1,,"Lei,Qin",50,1.13,0.2,33.90,380000,Ross School of Business,SCHOOL_BUS_ADMIN,5,Lecturer, ,NOT,Non Tenure Not On Track,202880,LEO Lecturer IV
2430,Spring 2023,049451,1,1,1,MKT,Marketing,533,53110,802, ,Marketing Management,REC,28,0.4,2.25,2.25,2.25,380255,ROSS SCH Online MBA Prog,BA,Ross Sch,1,,"Sriram,S",100,2.25,0.4,63.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2430,Spring 2023,049452,1,1,1,MO,Management & Organizations,533,53321,801, ,Human Behav&Orgzn,REC,20,0.4,2.25,2.25,2.25,380255,ROSS SCH Online MBA Prog,BA,Ross Sch,1,,"Greer,Lindy",100,2.25,0.4,45.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2430,Spring 2023,049452,1,1,1,MO,Management & Organizations,533,53322,802, ,Human Behav&Orgzn,REC,36,0.4,2.25,2.25,2.25,380255,ROSS SCH Online MBA Prog,BA,Ross Sch,1,,"Greer,Lindy",100,2.25,0.4,81.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2430,Spring 2023,049573,1,1,1,STDABRD,Study Abroad,373,53362,101, ,Environmntl Stud BT,LEC,2,6.0,6.00,1.00,15.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,6.00,6.0,12.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,049606,1,1,1,BA,Business Administration,536,53109,402, ,Transform Residency,REC,34,0.1,1.50,1.50,1.50,380255,ROSS SCH Online MBA Prog,BA,Ross Sch,1,,"Beil,Damian R",100,1.50,0.1,51.00,380000,Ross School of Business,SCHOOL_BUS_ADMIN,1,Professor, ,TEN,Tenure,201000,PROFESSOR
2430,Spring 2023,049661,1,1,1,STDABRD,Study Abroad,233,53152,101, ,AdvSpan-Alicante ES,LEC,13,6.0,6.00,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,6.00,6.0,78.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,049662,1,1,1,STDABRD,Study Abroad,244,53155,101, ,Neurosci-Salamnc ES,LEC,10,6.0,6.00,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,6.00,6.0,60.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,049666,1,1,1,STDABRD,Study Abroad,385,53170,101, ,MultdscplStudies IT,LEC,15,5.4,5.40,1.00,10.00,171500,Office of International Progra,LSA,L S A,0,,Unknown,100,5.40,5.4,81.00,171500,LSA UG: CGIS,COLLEGE_OF_LSA,7,Other CRAS Instructional, ,NA,Not Applicable, , 
2430,Spring 2023,049675,1,1,1,BIOSTAT,Biostatistics,591,53471,555, ,Intro to R,LEC,6,0.9,2.00,2.00,2.00,456000,Biostatistics Department,PH,Pub Health,1,,"Boonstra,Phil",100,2.00,0.9,12.00,456000,Biostatistics Department,SCHOOL_PUB_HEALTH,2,Associate Professor, ,TEN,Tenure,201500,ASSOC PROFESSOR
